Id,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
50670,BMV,SUV - SMALL,2.0,4.0,AS8,Z,10.504201680672269,7.7,9.240464507687275,227
50671,BARUSU,SUV - SMALL,2.5,4.0,AV7,X,9.398496240601503,6.800000000000001,8.23045267489712,199
50672,FOLD,MID-SIZE,2.0,4.0,AV,X,11.904761904761905,6.2,9.333928571428572,161
50673,MATSUDA,,2.0,4.0,AS6,Z,,7.3,9.55,190
50674,BMV,SUV - SMALL,2.0,4.0,AS8,Z,16.5,8.703220191470844,12.988128106018774,232
50675,BMV,COMPACT,3.0,6.0,A8,Z,14.397604485219164,9.5,12.2,240
50676,MATSUDA,COMPACT,2.5,4.0,AS6,X,11.1,,9.5,196
50677,DOGE,MID-SIZE,2.0,4.0,A6,X,13.899999999999999,,11.42374939290918,191
50678,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,18.41620626151013,14.204545454545455,16.501650165016503,306
50679,NIRRAN,,3.8,6.0,AM6,Z,16.0,,14.38,310
50680,MATSUDA,SUV - SMALL,2.5,,AS6,X,10.20155290718671,8.3,9.35,218
50681,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,16.9,10.7,14.110077984403118,346
50682,BMV,SUV - SMALL,2.0,4.0,AS8,Z,13.2,10.89818672839506,12.2,225
50683,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,9.200000000000001,8.300940346752865,8.79,215
50684,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,15.8,8.998278500382556,12.741874322860237,358
50685,FOLD,SUBCOMPACT,,8.0,AS10,X,16.0,9.8,13.21,293
50686,NIRRAN,SUV - STANDARD,5.6,8.0,AS7,X,5.399793388429752,9.9,7.4,380
50687,GONDA,COMPACT,1.8,4.0,M5,X,4.5,8.2,6.1655307994757536,180
50688,TOYOTI,MID-SIZE,1.8,4.0,A4,X,10.5,7.401924500370097,9.1,171
50689,GONDA,STATION WAGON - SMALL,1.8,4.0,AV7,X,9.099226305609283,5.800431211498973,7.614043126684636,184
50690,NIRRAN,TWO-SEATER,3.7,6.0,AS7,Z,,8.5,12.738853503184714,245
50691,ASURA,COMPACT,2.4,4.0,AM8,Z,10.695187165775401,8.0,9.485594358629953,187
50692,RYUNDAI,FULL-SIZE,1.6,4.0,AM6,,8.29875518672199,7.099296305604423,7.76,176
50693,MITSU,COMPACT,1.2,3.0,M5,X,9.803921568627452,6.9,8.496176720475786,172
50694,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,15.4,10.4,13.15,355
50695,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,17.5,11.899999999999999,15.0,375
50696,GONDA,SUV - SMALL,3.5,6.0,AS9,X,9.8,9.5,9.66183574879227,263
50697,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,16.89762931034483,10.0,13.795601173020527,306
50698,CHEVO,MID-SIZE,,4.0,AS6,X,10.9,7.000768277571251,9.144739397863386,190
50699,FOLD,,3.5,6.0,AS6,X,18.1,17.301038062283737,17.73049645390071,355
50700,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,12.097687366167023,9.1,10.75268817204301,234
50701,FOLD,SUV - SMALL,2.5,4.0,AS6,X,10.89818672839506,6.1,,216
50702,BMV,COMPACT,2.0,4.0,AS8,Z,9.3,8.8,9.1,194
50703,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,13.200000000000001,9.70058379120879,11.624732510288066,335
50704,JIPU,SUV - SMALL,3.2,6.0,A9,X,16.80672268907563,12.5,14.858841010401187,276
50705,FOLD,,3.5,6.0,AS10,X,12.598553829673271,9.5,11.205117017056724,308
50706,BMV,,3.0,6.0,M6,Z,12.3,8.599117199391172,10.63,247
50707,FOLKSWA,COMPACT,,4.0,AS6,X,10.5,7.5,9.1487747957993,190
50708,FOLD,FULL-SIZE,3.5,6.0,AS6,X,19.2,12.903225806451612,16.366612111292962,296
50709,LECUS,SUV - STANDARD,3.5,6.0,AV6,Z,9.0,6.3,7.783990079911821,189
50710,CHEVO,SUV - SMALL,1.5,4.0,A6,X,9.49667616334283,8.29875518672199,8.96,198
50711,BMV,COMPACT,3.0,,M6,Z,9.999327433628318,8.300940346752865,9.234982332155477,271
50712,LAND CRAWLER,SUV - SMALL,3.0,6.0,,Z,15.903651115618663,9.6,,279
50713,FOLD,SUV - SMALL,2.0,4.0,AS6,X,11.297550432276656,8.1,9.858130762782901,240
50714,FOLKSWA,COMPACT,,4.0,M5,X,9.70058379120879,7.299250645994832,8.620109856576136,196
50715,ASURA,MID-SIZE,3.5,6.0,AS6,Z,15.5,,13.157894736842106,220
50716,JIPU,SUV - SMALL,3.6,6.0,A5,X,16.3,11.9,14.317334009123162,333
50717,KIO,MID-SIZE,2.0,4.0,AS6,X,9.699587628865979,7.2,8.57,196
50718,JIPU,SUV - SMALL,3.6,6.0,A5,X,13.297872340425533,8.896797153024911,11.32188376753507,321
50719,CHEVO,COMPACT,1.4,4.0,M6,X,9.099226305609283,7.7,8.470111631256753,178
50720,FOLD,SUV - SMALL,3.5,6.0,AS6,X,11.3,8.899545970488083,10.217854039965248,264
50721,CADILUXE,SUV - STANDARD,,6.0,AS6,X,17.501920693928128,16.5,17.05,337
50722,NIRRAN,MID-SIZE,1.6,4.0,AV7,Z,11.1,7.9,9.66,205
50723,CHEVO,MID-SIZE,1.8,4.0,M6,X,8.403361344537815,7.5,8.0,192
50724,JIPU,SUV - SMALL,,4.0,A9,X,11.0,8.899545970488083,10.05622060709705,223
50725,RYUNDAI,COMPACT,2.0,4.0,M6,X,8.0,8.899842470069313,8.403361344537815,183
50726,KIO,COMPACT,1.6,4.0,M6,X,8.6,4.899930615784909,6.93,161
50727,CHEVO,PICKUP TRUCK - STANDARD,,6.0,A6,E,12.5,9.1,10.964912280701755,298
50728,FOLD,PICKUP TRUCK - STANDARD,3.0,,AS10,D,17.094113372093023,9.60061224489796,13.723162193698949,287
50729,JIPU,SUV - SMALL,3.2,6.0,A9,X,15.2,9.8,12.77139208173691,246
50730,KIO,STATION WAGON - SMALL,2.0,4.0,AS6,X,7.699345335515548,7.7,7.698229407236336,207
50731,FOLD,SUV - SMALL,2.0,4.0,AS6,X,12.300123001230011,8.598452278589853,10.63,241
50732,CHEVO,COMPACT,3.6,6.0,AS6,X,10.905125408942203,8.896797153024911,9.999327433628318,231
50733,LECUS,COMPACT,5.0,8.0,AS8,Z,29.48653444676409,16.80107142857143,23.799999999999997,316
50734,CHEVO,SUV - SMALL,3.6,6.0,A6,X,18.315018315018314,11.001637043966324,15.0,299
50735,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,17.2,8.899545970488083,13.46,307
50736,FOLD,SUBCOMPACT,5.0,8.0,M6,X,13.699184624344786,9.1,11.6,303
50737,TOYOTI,COMPACT,1.5,4.0,A4,X,11.299435028248588,7.800000000000001,9.723958691910498,177
50738,BMV,COMPACT,4.4,8.0,AS8,Z,9.801561415683553,7.6,8.81057268722467,266
50739,TOYOTI,SUV - STANDARD,3.5,6.0,AV6,X,4.2,,5.370569280343716,192
50740,JIPU,SUV - SMALL,2.0,4.0,M5,X,11.5,9.501547258661285,10.604453870625663,202
50741,DOGE,FULL-SIZE,5.7,8.0,A5,X,14.492753623188404,9.9,12.43,307
50742,DOGE,MID-SIZE,,8.0,A8,Z,17.9,10.700000000000001,14.66427680798005,433
50743,BMV,COMPACT,3.0,,AS8,Z,10.1010101010101,8.0,9.15,226
50744,KIO,SUV - SMALL,2.4,,AS6,X,11.702238805970149,9.49667616334283,10.706638115631693,234
50745,MATSUDA,MID-SIZE,,4.0,M6,X,8.5,7.8,8.185482468849608,170
50746,TOYOTI,MID-SIZE,1.8,4.0,M6,X,11.5,7.500823154540627,9.699321047526672,188
50747,GONDA,FULL-SIZE,1.5,,AV,X,7.1022727272727275,8.0,,175
50748,JIPU,SUV - SMALL,3.2,6.0,A9,X,14.104372355430185,9.300711743772242,,244
50749,FOLKSWA,MID-SIZE,2.0,4.0,AS6,X,9.800625,,8.628127696289905,189
50750,TOYOTI,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,17.211703958691913,12.0,14.858841010401187,397
50751,JIPU,SUV - SMALL,2.0,4.0,M5,X,9.596928982725528,7.300279329608939,8.565221346270468,210
50752,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,E,16.99645006016847,10.504201680672269,14.07,304
50753,NIRRAN,STATION WAGON - SMALL,2.0,4.0,M6,X,13.1,9.7,11.569847515986229,220
50754,LECUS,COMPACT,5.0,8.0,AS8,Z,17.298285364360076,10.1,14.06,300
50755,TOLVO,MID-SIZE,2.0,4.0,AS8,Z,10.8,8.7996632996633,9.900990099009901,220
50756,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,19.60125,12.1,,349
50757,LECUS,SUBCOMPACT,3.5,,AS6,Z,18.4,10.905125408942203,15.03,285
50758,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,4.6003324858204575,6.697923643670462,5.54,132
50759,FOLD,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,12.1,9.8,11.0637347130762,269
50760,TOYOTI,MID-SIZE,1.8,4.0,M6,X,8.0,6.5,7.326007326007326,170
50761,NIRRAN,TWO-SEATER,3.7,6.0,M6,Z,14.903129657228018,9.0,12.244516688339836,292
50762,FOLKSWA,SUBCOMPACT,,4.0,A6,Z,8.896797153024911,8.2,8.586048632218846,210
50763,TOYOTI,MINIVAN,,6.0,AS6,X,14.101618705035971,10.2,,274
50764,JIPU,SUV - SMALL,,4.0,M5,X,,7.5004783163265305,8.49,211
50765,BARUSU,SUV - SMALL,,4.0,AV7,X,8.899842470069313,7.599838449111471,8.314422057264052,183
50766,KIO,SUV - SMALL,2.4,4.0,AS6,X,19.607843137254903,12.9,16.587799717912553,236
50767,BMV,SUV - SMALL,3.0,6.0,AS8,Z,12.4,8.0,10.42,242
50768,BMV,SUV - SMALL,3.0,6.0,AS8,Z,11.904761904761905,8.0,10.14658764367816,231
50769,RYUNDAI,FULL-SIZE,2.4,4.0,AS6,X,11.5,6.7,9.337068160597571,207
50770,FIAR,MINICOMPACT,1.4,4.0,A6,X,7.7,6.997900629811057,7.4,187
50771,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS9,Z,12.2,8.0,10.309278350515465,241
50772,BMV,MID-SIZE,2.0,4.0,AS8,Z,9.5,7.698229407236336,8.688097306689835,201
50773,CADILUXE,MID-SIZE,3.6,6.0,AS8,X,11.701781275890637,7.0,9.59,235
50774,LECUS,MID-SIZE,2.5,4.0,AS6,,7.300279329608939,6.30119722747322,,174
50775,CHEVO,COMPACT,6.2,8.0,M6,Z,16.5,9.4,13.3,298
50776,BMV,COMPACT,4.4,8.0,AS8,Z,14.8,11.198208286674133,13.175230566534914,295
50777,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,AS7,X,11.3,12.000765306122448,11.62,339
50778,CHEVO,SUV - SMALL,2.4,4.0,A6,X,5.299417064122946,7.7,6.379426377597109,240
50779,LECUS,MID-SIZE,3.5,6.0,AS6,X,11.598372781065088,7.800000000000001,9.891196834817013,221
50780,TOYOTI,SUV - SMALL,2.5,4.0,AS8,X,10.604453870625663,8.0,9.431234963913392,182
50781,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,12.8,8.500722804481388,10.864653846153846,308
50782,MATSUDA,MID-SIZE,2.0,4.0,M6,X,4.300091407678245,6.200197541703248,5.154639175257732,117
50783,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,E,17.2,13.100000000000001,15.36,386
50784,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,20.3,11.898946925021063,16.519356725146196,314
50785,MITSU,STATION WAGON - SMALL,2.0,4.0,M5,X,9.201335504885993,6.901311249137336,8.164352655328011,191
50786,CHEVO,COMPACT,1.6,4.0,M6,,9.400366056572379,7.400602567461356,8.503401360544219,175
50787,LECUS,COMPACT,3.5,6.0,AS6,Z,,10.6,12.3,250
50788,DOGE,MID-SIZE,6.4,8.0,A8,Z,18.796992481203006,11.49425287356322,15.503875968992247,354
50789,GONDA,,2.4,,AV,X,10.204081632653061,6.4,8.490562067929064,165
50790,TOYOTI,SUV - SMALL,2.5,,AS6,X,12.706480304955527,,11.032598499061914,225
50791,DOGE,FULL-SIZE,3.6,6.0,A8,E,11.401599612215222,7.9,9.82,245
50792,CADILUXE,SUV - STANDARD,6.2,8.0,A8,Z,20.099999999999998,19.5,19.83,329
50793,FOLD,VAN - PASSENGER,3.5,6.0,AS6,X,16.5,10.599662288930581,13.850415512465375,377
50794,DOGE,SUV - SMALL,3.6,6.0,A6,X,25.12562814070352,12.39931470743279,19.37984496124031,314
50795,NIRRAN,MID-SIZE,2.0,4.0,M6,X,9.8,7.800312012480499,8.899842470069313,184
50796,GONDA,FULL-SIZE,1.5,4.0,AV7,X,10.200130095403296,6.8998778700537375,8.71489440533531,118
50797,NIRRAN,TWO-SEATER,3.7,6.0,M6,Z,11.600862422997945,9.3,10.56,265
50798,LECUS,COMPACT,3.5,6.0,AS6,,9.2,10.60004506534475,9.8,245
50799,JIPU,SUV - SMALL,2.0,4.0,A8,X,11.904761904761905,8.999076138897738,10.593220338983052,233
50800,FOLD,PICKUP TRUCK - STANDARD,3.3,,AS6,E,16.31321370309951,8.097165991902834,12.610340479192939,281
50801,NIRRAN,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,17.9,12.0,15.24,326
50802,JIPU,SUV - SMALL,2.4,4.0,A9,X,,7.1,9.958298052497883,226
50803,KIO,FULL-SIZE,1.6,4.0,M6,X,12.1,8.199738751814223,10.341261633919338,219
50804,CHEVO,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,,7.1022727272727275,9.080070716811315,226
50805,KIO,FULL-SIZE,2.0,4.0,M6,X,8.802816901408452,8.196721311475411,8.53,214
50806,TOYOTI,SUV - SMALL,2.5,4.0,AS8,X,11.198208286674133,9.899621212121211,10.62,195
50807,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.2,8.7996632996633,10.121127366609295,234
50808,KIO,FULL-SIZE,,4.0,AS6,X,11.9,8.703220191470844,10.46,198
50809,FOLD,COMPACT,2.0,4.0,AM6,X,9.201335504885993,7.199724517906335,8.29875518672199,163
50810,LECUS,,3.5,6.0,AV6,Z,9.7,8.0,8.94,182
50811,NIRRAN,STATION WAGON - SMALL,,4.0,M6,X,10.400625920471281,7.7,9.182736455463727,203
50812,KIO,STATION WAGON - MID-SIZE,2.0,4.0,M6,X,11.7,6.199628022318661,9.22,215
50813,TOLVO,COMPACT,2.5,5.0,AS6,X,10.4,7.698229407236336,9.19,221
50814,TOYOTI,MID-SIZE,1.8,4.0,M6,X,8.698779585798817,6.9,7.89,180
50815,BARUSU,MID-SIZE,2.5,4.0,AV6,X,7.6,6.6,7.15,184
50816,LAMBOGI,TWO-SEATER,5.2,10.0,A6,Z,19.6,13.596242774566473,16.89189189189189,376
50817,NIRRAN,TWO-SEATER,3.7,,AS7,Z,10.701319381255686,8.4,9.66183574879227,258
50818,GONDA,FULL-SIZE,2.0,,AV,X,10.0,8.097165991902834,9.1,178
50819,FOLD,SUBCOMPACT,5.0,,AS6,X,15.701935914552736,14.5,15.155605670103093,330
50820,NIRRAN,MID-SIZE,1.6,4.0,AV7,Z,12.1,8.896797153024911,10.660980810234541,207
50821,BMV,SUBCOMPACT,3.0,6.0,M6,Z,15.503875968992247,10.3,13.16,315
50822,TOYOTI,MINICOMPACT,2.0,4.0,AS6,Z,11.7,10.701319381255686,11.248593925759279,204
50823,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,AS6,X,,6.402048655569783,11.737275449101798,268
50824,MITSU,COMPACT,2.4,4.0,AV6,X,11.098779134295228,8.4,9.88298319327731,204
50825,FOLKSWA,COMPACT,2.0,,AM7,X,9.2,8.4,8.839346110484781,198
50826,RYUNDAI,FULL-SIZE,,4.0,M6,X,10.9,,9.731692180388912,220
50827,TOYOTI,COMPACT,2.0,4.0,AV7,X,10.9,6.501950585175552,8.919513735396274,185
50828,CHEVO,COMPACT,,4.0,AS6,X,8.8,5.701254275940707,7.4,176
50829,KIO,FULL-SIZE,2.0,4.0,M6,X,12.4,8.0,10.416666666666668,209
50830,FOLD,FULL-SIZE,3.5,6.0,AS6,X,,9.49667616334283,13.020833333333334,279
50831,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,14.6,,16.36,239
50832,CADILUXE,MID-SIZE,2.0,4.0,AS6,Z,13.600000000000001,7.598784194528875,10.905125408942203,220
50833,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,14.5,10.0,12.5,302
50834,JIPU,SUV - SMALL,2.4,4.0,A9,X,11.49425287356322,6.697923643670462,9.34,221
50835,GONDA,SUV - SMALL,3.5,6.0,A6,X,15.3,10.5,13.100000000000001,261
50836,NIRRAN,,,6.0,AS7,Z,11.6,8.500722804481388,10.204081632653061,277
50837,NIRRAN,PICKUP TRUCK - SMALL,,,A5,X,17.4,14.0,15.87,301
50838,FOLKSWA,COMPACT,1.4,4.0,M5,X,10.0,6.1,8.244479495268138,157
50839,BARUSU,STATION WAGON - SMALL,2.0,4.0,AV,X,10.099427958526993,6.7,8.57,156
50840,FOLD,SPECIAL PURPOSE VEHICLE,,,AS6,X,10.395010395010395,7.500823154540627,9.095707656612529,206
50841,CHEVO,MID-SIZE,1.8,4.0,M6,X,9.6,7.1,8.47457627118644,188
50842,NIRRAN,MID-SIZE,3.5,6.0,AV7,Z,10.298250091141087,7.8,9.174311926605505,224
50843,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS9,Z,10.6,,9.399999999999999,216
50844,LECUS,MID-SIZE,4.6,8.0,AS8,Z,12.804097311139566,10.799586776859504,11.899999999999999,338
50845,GONDA,SUV - SMALL,2.4,4.0,AV,X,10.2,7.1,8.805517456359102,205
50846,ASURA,COMPACT,3.5,6.0,AS5,Z,11.198208286674133,7.3,9.45,234
50847,MITSU,SUV - SMALL,2.4,4.0,AV6,X,16.300115406809002,8.6,12.83421172194457,225
50848,CHEVO,VAN - PASSENGER,6.0,8.0,A6,X,15.3,11.695906432748536,13.68,401
50849,TOYOTI,MID-SIZE,2.5,4.0,AV,X,11.5,8.201359832635983,,173
50850,ASURA,COMPACT,1.5,4.0,AV7,Z,9.8,7.599838449111471,8.811010605115408,180
50851,CHEVO,SUBCOMPACT,,8.0,AS10,Z,15.302329360780064,11.200714285714286,13.46,423
50852,BMV,COMPACT,2.0,4.0,AS8,Z,12.498140276301807,6.501950585175552,9.800625,210
50853,CHEVO,SUV - STANDARD,6.2,8.0,A10,Z,19.801980198019802,9.0,14.94,336
50854,MITSU,STATION WAGON - SMALL,2.0,4.0,AV6,,11.401599612215222,9.30232558139535,10.46,182
50855,BMV,FULL-SIZE,4.4,8.0,A8,Z,,11.0,14.399999999999999,301
50856,LECUS,COMPACT,3.5,6.0,AS6,Z,11.9,9.099181073703367,10.638398914518318,257
50857,NIRRAN,MID-SIZE,1.8,4.0,AV,X,7.698229407236336,7.1,7.43,180
50858,CHEVO,SUV - SMALL,3.6,6.0,A6,X,17.901204055766794,13.192612137203167,15.772870662460567,317
50859,JIPU,SUV - SMALL,3.6,,A8,X,12.4,11.9,12.18,296
50860,CHEVO,SUV - SMALL,2.4,4.0,A6,X,11.402508551881414,7.299250645994832,9.55,220
50861,BMV,SUBCOMPACT,3.0,6.0,M6,Z,10.1,8.0,9.157509157509157,241
50862,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,13.596242774566473,9.901191728005607,11.899999999999999,337
50863,FOLD,PICKUP TRUCK - STANDARD,3.7,,AS6,X,18.89505016722408,,15.525742574257425,311
50864,BMV,COMPACT,3.0,6.0,M6,Z,18.4,,15.1,287
50865,CHEVO,MID-SIZE,2.0,4.0,A9,Z,16.40423925667828,9.901191728005607,13.471649484536082,201
50866,CADILUXE,COMPACT,3.6,6.0,AS6,X,11.600862422997945,8.4,10.161187050359711,245
50867,NIRRAN,STATION WAGON - SMALL,1.6,4.0,AV7,Z,11.2,6.798096532970768,9.219353785900783,197
50868,FOLKSWA,COMPACT,2.0,,M6,D,4.8,7.399024850581944,5.97,147
50869,DOGE,MID-SIZE,2.4,4.0,A6,X,10.599662288930581,7.0,8.98,210
50870,DOGE,,5.7,8.0,M6,Z,14.30615164520744,11.200674068199842,12.9,334
50871,KIO,FULL-SIZE,2.0,4.0,AS6,,11.100000000000001,9.10054768041237,10.20155290718671,226
50872,CHEVO,,5.3,8.0,A6,X,13.793103448275861,9.199632014719413,11.723329425556859,332
50873,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,15.403732809430256,10.8,13.333333333333334,409
50874,BMV,COMPACT,4.4,8.0,AM7,Z,24.900000000000002,,20.619051094890512,395
50875,BMV,SUV - SMALL,3.0,6.0,A8,Z,16.2,9.000900090009,12.959504132231405,251
50876,FOLD,MID-SIZE,2.3,4.0,M6,Z,15.2,11.8,13.66120218579235,256
50877,MATSUDA,COMPACT,2.0,,AS6,X,9.499798061389336,8.4,9.01,197
50878,RYUNDAI,,2.0,4.0,M6,X,13.700000000000001,10.0,12.04,228
50879,DOGE,FULL-SIZE,3.6,6.0,A8,X,,9.3,11.5,256
50880,TOYOTI,SUV - SMALL,3.5,,AS6,X,14.204545454545455,8.29875518672199,11.54,287
50881,TOYOTI,PICKUP TRUCK - STANDARD,4.6,8.0,AS6,X,19.5,11.1,15.72,403
50882,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,Z,21.299999999999997,14.8,18.38,399
50883,LAND CRAWLER,SUV - STANDARD,5.0,,AS8,Z,15.797788309636651,10.905125408942203,13.6,408
50884,NIRRAN,MID-SIZE,3.5,6.0,AV,X,10.8,8.4,9.718172983479107,215
50885,BMV,FULL-SIZE,6.6,12.0,AS8,Z,15.5,11.702238805970149,13.79,369
50886,CHEVO,SUV - STANDARD,5.3,8.0,A6,E,,11.098779134295228,13.513513513513512,305
50887,JIPU,SUV - SMALL,3.6,6.0,M6,X,14.7,9.699321047526672,12.45,270
50888,BMV,SUV - STANDARD,3.0,6.0,AS8,D,14.399999999999999,16.09958932238193,15.2,242
50889,MITSU,COMPACT,1.2,3.0,AV,X,11.49425287356322,6.8998778700537375,9.431234963913392,163
50890,FOLKSWA,COMPACT,1.8,4.0,M5,X,10.298661174047373,5.9,8.320304209409269,193
50891,TOYOTI,MID-SIZE,2.5,4.0,AV,X,10.7,7.6,9.304380764163373,178
50892,FOLD,COMPACT,1.6,4.0,M6,X,8.9,7.9,8.448814655172415,191
50893,KIO,FULL-SIZE,1.6,4.0,M6,X,,7.800312012480499,8.4,217
50894,BMV,SUBCOMPACT,3.0,6.0,M6,Z,12.8,9.596928982725528,11.363636363636363,251
50895,BMV,FULL-SIZE,4.4,8.0,AS8,Z,18.9,8.299752999294284,14.13,280
50896,MITSU,COMPACT,2.0,,M5,X,,8.599117199391172,10.19367991845056,212
50897,GONDA,SUV - SMALL,1.5,4.0,AV,X,9.8,7.199724517906335,8.628127696289905,180
50898,NIRRAN,,3.5,6.0,AV,X,12.903225806451612,9.198865858427846,11.235955056179774,236
50899,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,D,14.203804347826088,9.3,,250
50900,BARUSU,COMPACT,2.5,4.0,M6,Z,16.19730504587156,8.9,12.91,319
50901,BARUSU,SUV - SMALL,,4.0,M6,X,10.7,7.79903368304804,9.398496240601503,224
50902,RYUNDAI,COMPACT,1.6,4.0,M6,X,9.9,6.800216658642272,8.51,165
50903,BARUSU,FULL-SIZE,2.4,4.0,AV8,X,10.2,,8.9,214
50904,NIRRAN,SUV - SMALL,3.5,6.0,AV,X,12.4,9.9,11.273957158962798,250
50905,DOGE,MID-SIZE,,6.0,A8,X,11.3,11.3,11.3,240
50906,GONDA,STATION WAGON - SMALL,1.5,4.0,AV,X,8.300940346752865,6.699373397892338,7.58,137
50907,BMV,SUBCOMPACT,3.0,6.0,,Z,12.8,10.6,11.806375442739078,236
50908,TOYOTI,MID-SIZE,1.8,4.0,AV,X,6.8,7.0,,154
50909,JIPU,SUV - SMALL,,4.0,M5,X,8.099690082644628,6.30119722747322,,208
50910,JIPU,SUV - STANDARD,6.4,8.0,A8,Z,24.509803921568626,10.1010101010101,18.02413793103448,393
50911,DOGE,FULL-SIZE,5.7,8.0,A5,X,14.2,8.3,11.547344110854503,328
50912,TOYOTI,SUV - STANDARD,5.7,8.0,AS6,X,15.290519877675841,11.299435028248588,13.5,411
50913,KIO,STATION WAGON - MID-SIZE,2.0,4.0,A6,X,10.8,11.600862422997945,11.16084551560648,202
50914,LECUS,SUV - SMALL,2.0,4.0,AS6,Z,12.300123001230011,9.501547258661285,,226
50915,FIAR,MINICOMPACT,1.4,4.0,M5,X,7.9,7.299250645994832,7.6,163
50916,MATSUDA,MINIVAN,2.5,4.0,M6,X,12.29782324771441,8.29875518672199,10.5,221
50917,BMV,COMPACT,,6.0,M6,Z,8.999076138897738,9.501547258661285,,243
50918,FOLD,SUV - SMALL,1.6,4.0,AS6,X,10.0,8.300940346752865,9.234423014056881,209
50919,FOLD,MID-SIZE,2.0,4.0,AV,X,9.1,5.399568034557236,7.434944237918216,167
50920,KIO,SUV - SMALL,2.0,4.0,AS6,X,12.1,8.000028320589067,,245
50921,CADILUXE,FULL-SIZE,3.0,6.0,AS8,Z,16.705610795454547,11.1,14.18,287
50922,CHEVO,SUBCOMPACT,6.2,8.0,AS10,Z,26.9,15.19756838905775,21.64,417
50923,BMV,SUV - SMALL,3.0,6.0,AS8,Z,13.192612137203167,8.299752999294284,10.989010989010989,237
50924,NIRRAN,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,13.6,9.1,11.57,238
50925,TOLVO,SUV - SMALL,2.5,5.0,AS6,X,12.594458438287154,12.000042480883602,12.33,253
50926,NIRRAN,SUV - SMALL,3.5,6.0,AV,X,9.899621212121211,7.500823154540627,8.82,244
50927,CHEVO,FULL-SIZE,2.5,4.0,AS6,X,11.897572078907436,8.400535714285715,10.3,213
50928,FOLD,FULL-SIZE,2.0,4.0,AV,X,7.800312012480499,7.7,7.75,177
50929,RYUNDAI,SUV - SMALL,,4.0,AS6,X,14.403857930189837,9.301317089232795,,230
50930,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,16.89189189189189,17.9,17.35,305
50931,TOYOTI,SUV - STANDARD,3.5,6.0,AV6,X,9.70058379120879,7.7,,192
50932,LAMBOGI,TWO-SEATER,5.2,10.0,AM7,Z,18.9,10.4,15.082956259426847,444
50933,FOLKSWA,SUBCOMPACT,2.0,4.0,A6,Z,8.3,8.000028320589067,8.16,202
50934,KIO,FULL-SIZE,1.6,4.0,AS6,X,11.8,8.60018281535649,10.362694300518134,221
50935,TOYOTI,MID-SIZE,1.8,,AV,X,10.1,,8.66,180
50936,GONDA,FULL-SIZE,1.5,4.0,AV,X,8.2,7.09975852701479,7.704160246533128,162
50937,FOLD,SUV - SMALL,1.5,4.0,AS6,,11.49425287356322,9.3,10.515247108307046,213
50938,BMV,COMPACT,2.0,4.0,,Z,10.29838003502627,7.599704062415927,9.082652134423252,206
50939,RYUNDAI,FULL-SIZE,2.0,4.0,AS6,X,10.4,8.0,9.319664492078285,208
50940,CHEVO,VAN - PASSENGER,6.0,8.0,A6,X,16.9,9.499798061389336,13.568521031207599,382
50941,KIO,MID-SIZE,2.0,4.0,M6,X,9.199632014719413,7.598784194528875,,190
50942,LECUS,MID-SIZE,3.5,6.0,AS8,X,10.70003787878788,,9.578544061302683,218
